Ekin,Eterm,Epot,Eint,E,T,P,r1,r2,r12_abs,U12,F12,F1,Step
2615.53695763,1355.17195763,-0.03142171,1355.14053593,2615.50553593,327.18246296,56.45807736,,,0.75655558,-0.03142171,-0.47082095,,986
2615.53504094,1355.17004094,-0.02947266,1355.14056828,2615.50556828,327.18200021,56.45823297,,,0.76070329,-0.02947266,-0.45339527,,987
2615.53319502,1355.16819502,-0.0275966,1355.14059842,2615.50559842,327.18155455,56.45838297,,,0.764851,-0.0275966,-0.43669616,,988
2615.53141692,1355.16641692,-0.02579043,1355.14062649,2615.50562649,327.18112526,56.45852758,,,0.76899871,-0.02579043,-0.42069018,,989
2615.52970385,1355.16470385,-0.02405118,1355.14065266,2615.50565266,327.18071166,56.45866701,,,0.77314642,-0.02405118,-0.40534554,,990
2615.52805311,1355.16305311,-0.02237604,1355.14067707,2615.50567707,327.18031312,56.45880146,,,0.77729412,-0.02237604,-0.39063205,,991
2615.52646215,1355.16146215,-0.02076232,1355.14069983,2615.50569983,327.17992901,56.45893115,,,0.78144182,-0.02076232,-0.37652099,,992
2615.52492852,1355.15992852,-0.01920745,1355.14072107,2615.50572107,327.17955875,56.45905625,,,0.78558952,-0.01920745,-0.36298509,,993
2615.5234499,1355.1584499,-0.017709,1355.1407409,2615.5057409,327.17920176,56.45917694,,,0.78973722,-0.017709,-0.3499984,,994
2615.52202406,1355.15702406,-0.01626465,1355.14075942,2615.50575942,327.17885751,56.4592934,,,0.79388491,-0.01626465,-0.33753624,,995
2615.52064887,1355.15564887,-0.01487216,1355.14077671,2615.50577671,327.1785255,56.45940579,,,0.79803261,-0.01487216,-0.32557516,,996
2615.5193223,1355.1543223,-0.01352942,1355.14079287,2615.50579287,327.17820522,56.45951428,,,0.8021803,-0.01352942,-0.31409282,,997
2615.5180424,1355.1530424,-0.01223442,1355.14080798,2615.50580798,327.17789621,56.45961901,,,0.80632798,-0.01223442,-0.30306799,,998
2615.51680733,1355.15180733,-0.01098522,1355.14082211,2615.50582211,327.17759803,56.45972013,,,0.81047567,-0.01098522,-0.29248046,,999
